cohort_month,acquisition_source,month_number,active_users,cohort_size,retention_percentage
2021-02-01,Adwords,44,1,87,1.15
2021-02-01,Adwords,48,2,87,2.3
2021-02-01,Adwords,49,4,87,4.6
2021-02-01,Adwords,53,2,87,2.3
2021-02-01,Adwords,54,1,87,1.15
2021-02-01,Adwords,58,1,87,1.15
2021-02-01,Adwords,59,1,87,1.15
2021-02-01,Adwords,60,3,87,3.45
2021-02-01,Adwords,61,1,87,1.15
2021-02-01,Email,0,132,132,100.0
2021-02-01,Email,1,1,132,0.76
2021-02-01,Email,2,1,132,0.76
2021-02-01,Email,4,4,132,3.03
2021-02-01,Email,6,2,132,1.52
2021-02-01,Email,8,4,132,3.03
2021-02-01,Email,9,1,132,0.76
2021-02-01,Email,10,2,132,1.52
2021-02-01,Email,13,1,132,0.76
2021-02-01,Email,14,1,132,0.76
2021-02-01,Email,15,1,132,0.76
2021-02-01,Email,16,2,132,1.52
2021-02-01,Email,17,2,132,1.52
2021-02-01,Email,18,2,132,1.52
2021-02-01,Email,19,3,132,2.27
2021-02-01,Email,20,4,132,3.03
2021-02-01,Email,21,2,132,1.52
2021-02-01,Email,23,1,132,0.76
2021-02-01,Email,24,1,132,0.76
2021-02-01,Email,25,1,132,0.76
2021-02-01,Email,26,1,132,0.76
2021-02-01,Email,27,1,132,0.76
2021-02-01,Email,28,1,132,0.76
2021-02-01,Email,29,1,132,0.76
2021-02-01,Email,32,3,132,2.27
2021-02-01,Email,33,2,132,1.52
2021-02-01,Email,34,1,132,0.76
2021-02-01,Email,36,2,132,1.52
2021-02-01,Email,37,3,132,2.27
2021-02-01,Email,38,1,132,0.76
2021-02-01,Email,40,3,132,2.27
2021-02-01,Email,41,2,132,1.52
2021-02-01,Email,43,2,132,1.52
2021-02-01,Email,45,2,132,1.52
2021-02-01,Email,46,2,132,1.52
2021-02-01,Email,47,1,132,0.76
2021-02-01,Email,48,3,132,2.27
2021-02-01,Email,49,1,132,0.76
2021-02-01,Email,50,2,132,1.52
2021-02-01,Email,52,5,132,3.79
2021-02-01,Email,53,2,132,1.52
2021-02-01,Email,54,2,132,1.52
2021-02-01,Email,55,1,132,0.76
2021-02-01,Email,56,1,132,0.76
2021-02-01,Email,57,1,132,0.76
2021-02-01,Email,58,1,132,0.76
2021-02-01,Email,59,2,132,1.52
2021-02-01,Email,60,1,132,0.76
2021-02-01,Email,61,3,132,2.27
2021-02-01,Email,62,1,132,0.76
2021-02-01,Email,63,1,132,0.76
2021-02-01,Facebook,0,27,27,100.0
2021-02-01,Facebook,6,1,27,3.7
2021-02-01,Facebook,15,1,27,3.7
2021-02-01,Facebook,16,1,27,3.7
2021-02-01,Facebook,18,1,27,3.7
2021-02-01,Facebook,19,1,27,3.7
2021-02-01,Facebook,20,1,27,3.7
2021-02-01,Facebook,24,1,27,3.7
2021-02-01,Facebook,28,1,27,3.7
2021-02-01,Facebook,34,1,27,3.7
2021-02-01,Facebook,35,1,27,3.7
2021-02-01,Facebook,36,1,27,3.7
2021-02-01,Facebook,43,2,27,7.41
2021-02-01,Facebook,47,2,27,7.41
2021-02-01,Facebook,48,1,27,3.7
2021-02-01,Facebook,49,1,27,3.7
2021-02-01,Facebook,53,1,27,3.7
2021-02-01,Facebook,57,1,27,3.7
2021-02-01,Facebook,58,1,27,3.7
2021-02-01,Facebook,62,1,27,3.7
2021-02-01,Organic,0,13,13,100.0
2021-02-01,Organic,2,1,13,7.69
2021-02-01,Organic,4,1,13,7.69
2021-02-01,Organic,17,1,13,7.69
2021-02-01,Organic,20,1,13,7.69
2021-02-01,Organic,29,1,13,7.69
2021-02-01,Organic,40,1,13,7.69
2021-02-01,Organic,52,1,13,7.69
2021-02-01,Organic,54,1,13,7.69
2021-02-01,Organic,58,1,13,7.69
2021-02-01,Organic,60,1,13,7.69
2021-02-01,YouTube,0,28,28,100.0
2021-02-01,YouTube,9,1,28,3.57
2021-02-01,YouTube,11,1,28,3.57
2021-02-01,YouTube,19,1,28,3.57
2021-02-01,YouTube,21,1,28,3.57
2021-02-01,YouTube,37,1,28,3.57
2021-02-01,YouTube,39,1,28,3.57
2021-02-01,YouTube,40,1,28,3.57
2021-02-01,YouTube,41,1,28,3.57
2021-02-01,YouTube,43,1,28,3.57
2021-02-01,YouTube,46,1,28,3.57
2021-02-01,YouTube,53,1,28,3.57
2021-02-01,YouTube,58,2,28,7.14
2021-02-01,YouTube,61,1,28,3.57
2021-02-01,YouTube,62,1,28,3.57
2021-03-01,Adwords,0,84,84,100.0
2021-03-01,Adwords,2,1,84,1.19
2021-03-01,Adwords,4,2,84,2.38
2021-03-01,Adwords,5,1,84,1.19
2021-03-01,Adwords,6,1,84,1.19
2021-03-01,Adwords,7,3,84,3.57
2021-03-01,Adwords,9,1,84,1.19
2021-03-01,Adwords,10,1,84,1.19
2021-03-01,Adwords,12,3,84,3.57
2021-03-01,Adwords,13,2,84,2.38
2021-03-01,Adwords,15,1,84,1.19
2021-03-01,Adwords,16,1,84,1.19
2021-03-01,Adwords,17,2,84,2.38
2021-03-01,Adwords,18,1,84,1.19
2021-03-01,Adwords,21,3,84,3.57
2021-03-01,Adwords,22,1,84,1.19
2021-03-01,Adwords,23,1,84,1.19
2021-03-01,Adwords,24,1,84,1.19
2021-03-01,Adwords,25,2,84,2.38
2021-03-01,Adwords,26,2,84,2.38
2021-03-01,Adwords,30,1,84,1.19
2021-03-01,Adwords,32,1,84,1.19
2021-03-01,Adwords,33,1,84,1.19
2021-03-01,Adwords,34,1,84,1.19
2021-03-01,Adwords,35,1,84,1.19
2021-03-01,Adwords,36,1,84,1.19
2021-03-01,Adwords,37,1,84,1.19
2021-03-01,Adwords,39,1,84,1.19
2021-03-01,Adwords,40,1,84,1.19
2021-03-01,Adwords,41,1,84,1.19
2021-03-01,Adwords,42,1,84,1.19
2021-03-01,Adwords,45,3,84,3.57
2021-03-01,Adwords,48,1,84,1.19
2021-03-01,Adwords,50,1,84,1.19
2021-03-01,Adwords,52,1,84,1.19
2021-03-01,Adwords,54,2,84,2.38
2021-03-01,Adwords,55,2,84,2.38
2021-03-01,Adwords,56,2,84,2.38
2021-03-01,Adwords,57,1,84,1.19
2021-03-01,Adwords,58,1,84,1.19
2021-03-01,Adwords,60,1,84,1.19
2021-03-01,Adwords,61,1,84,1.19
2021-03-01,Adwords,62,2,84,2.38
2021-03-01,Email,0,148,148,100.0
2021-03-01,Email,1,3,148,2.03
2021-03-01,Email,2,1,148,0.68
2021-03-01,Email,3,2,148,1.35
2021-03-01,Email,4,2,148,1.35
2021-03-01,Email,7,3,148,2.03
2021-03-01,Email,9,1,148,0.68
2021-03-01,Email,10,2,148,1.35
2021-03-01,Email,11,2,148,1.35
2021-03-01,Email,13,1,148,0.68
2021-03-01,Email,14,1,148,0.68
2021-03-01,Email,15,3,148,2.03
2021-03-01,Email,16,1,148,0.68
2021-03-01,Email,17,1,148,0.68
2021-03-01,Email,19,1,148,0.68
2021-03-01,Email,20,2,148,1.35
2021-03-01,Email,22,2,148,1.35
2021-03-01,Email,23,2,148,1.35
2021-03-01,Email,24,1,148,0.68
2021-03-01,Email,25,1,148,0.68
2021-03-01,Email,26,4,148,2.7
2021-03-01,Email,27,2,148,1.35
2021-03-01,Email,29,3,148,2.03
2021-03-01,Email,30,2,148,1.35
2021-03-01,Email,31,1,148,0.68
2021-03-01,Email,32,5,148,3.38
2021-03-01,Email,33,2,148,1.35
2021-03-01,Email,36,5,148,3.38
2021-03-01,Email,37,1,148,0.68
2021-03-01,Email,38,2,148,1.35
2021-03-01,Email,41,1,148,0.68
2021-03-01,Email,42,1,148,0.68
2021-03-01,Email,43,2,148,1.35
2021-03-01,Email,44,3,148,2.03
2021-03-01,Email,45,1,148,0.68
2021-03-01,Email,46,2,148,1.35
2021-03-01,Email,47,1,148,0.68
2021-03-01,Email,48,1,148,0.68
2021-03-01,Email,49,2,148,1.35
2021-03-01,Email,52,3,148,2.03
2021-03-01,Email,53,3,148,2.03
2021-03-01,Email,54,1,148,0.68
2021-03-01,Email,55,3,148,2.03
2021-03-01,Email,56,2,148,1.35
2021-03-01,Email,57,3,148,2.03
2021-03-01,Email,58,2,148,1.35
2021-03-01,Email,59,2,148,1.35
2021-03-01,Email,60,1,148,0.68
2021-03-01,Email,61,1,148,0.68
2021-03-01,Email,62,1,148,0.68
2021-03-01,Facebook,0,38,38,100.0
2021-03-01,Facebook,4,2,38,5.26
2021-03-01,Facebook,6,1,38,2.63
2021-03-01,Facebook,7,1,38,2.63
2021-03-01,Facebook,14,2,38,5.26
2021-03-01,Facebook,18,1,38,2.63
2021-03-01,Facebook,22,2,38,5.26
2021-03-01,Facebook,24,1,38,2.63
2021-03-01,Facebook,25,2,38,5.26
2021-03-01,Facebook,27,1,38,2.63
2021-03-01,Facebook,28,1,38,2.63
2021-03-01,Facebook,32,2,38,5.26
2021-03-01,Facebook,33,1,38,2.63
2021-03-01,Facebook,35,1,38,2.63
2021-03-01,Facebook,42,1,38,2.63
2021-03-01,Facebook,43,1,38,2.63
2021-03-01,Facebook,44,2,38,5.26
2021-03-01,Facebook,50,1,38,2.63
2021-03-01,Facebook,60,1,38,2.63
2021-03-01,Facebook,61,1,38,2.63
2021-03-01,Facebook,62,1,38,2.63
2021-03-01,Organic,0,20,20,100.0
2021-03-01,Organic,1,1,20,5.0
2021-03-01,Organic,9,1,20,5.0
2021-03-01,Organic,10,1,20,5.0
2021-03-01,Organic,12,1,20,5.0
2021-03-01,Organic,18,1,20,5.0
2021-03-01,Organic,41,1,20,5.0
2021-03-01,Organic,45,1,20,5.0
2021-03-01,Organic,47,1,20,5.0
2021-03-01,YouTube,0,29,29,100.0
2021-03-01,YouTube,3,2,29,6.9
2021-03-01,YouTube,4,1,29,3.45
2021-03-01,YouTube,10,1,29,3.45
2021-03-01,YouTube,15,1,29,3.45
2021-03-01,YouTube,17,2,29,6.9
2021-03-01,YouTube,19,1,29,3.45
2021-03-01,YouTube,21,1,29,3.45
2021-03-01,YouTube,22,1,29,3.45
2021-03-01,YouTube,24,1,29,3.45
2021-03-01,YouTube,25,1,29,3.45
2021-03-01,YouTube,28,1,29,3.45
2021-03-01,YouTube,29,1,29,3.45
2021-03-01,YouTube,34,1,29,3.45
2021-03-01,YouTube,37,1,29,3.45
2021-03-01,YouTube,38,1,29,3.45
2021-03-01,YouTube,45,1,29,3.45
2021-03-01,YouTube,46,1,29,3.45
2021-03-01,YouTube,52,1,29,3.45
2021-03-01,YouTube,53,1,29,3.45
2021-03-01,YouTube,61,1,29,3.45
2021-04-01,Adwords,0,92,92,100.0
2021-04-01,Adwords,1,1,92,1.09
2021-04-01,Adwords,2,1,92,1.09
2021-04-01,Adwords,4,1,92,1.09
2021-04-01,Adwords,5,2,92,2.17
2021-04-01,Adwords,6,1,92,1.09
2021-04-01,Adwords,7,3,92,3.26
2021-04-01,Adwords,8,1,92,1.09
2021-04-01,Adwords,9,1,92,1.09
2021-04-01,Adwords,10,1,92,1.09
2021-04-01,Adwords,11,1,92,1.09
2021-04-01,Adwords,12,2,92,2.17
2021-04-01,Adwords,13,2,92,2.17
2021-04-01,Adwords,14,1,92,1.09
2021-04-01,Adwords,15,1,92,1.09
2021-04-01,Adwords,16,1,92,1.09
2021-04-01,Adwords,18,1,92,1.09
2021-04-01,Adwords,19,1,92,1.09
2021-04-01,Adwords,20,1,92,1.09
2021-04-01,Adwords,21,1,92,1.09
2021-04-01,Adwords,22,2,92,2.17
2021-04-01,Adwords,24,1,92,1.09
2021-04-01,Adwords,25,1,92,1.09
2021-04-01,Adwords,26,3,92,3.26
2021-04-01,Adwords,27,1,92,1.09
2021-04-01,Adwords,30,1,92,1.09
2021-04-01,Adwords,31,1,92,1.09
2021-04-01,Adwords,32,2,92,2.17
2021-04-01,Adwords,33,1,92,1.09
2021-04-01,Adwords,35,1,92,1.09
2021-04-01,Adwords,36,2,92,2.17
2021-04-01,Adwords,37,2,92,2.17
2021-04-01,Adwords,38,1,92,1.09
2021-04-01,Adwords,39,1,92,1.09
2021-04-01,Adwords,41,1,92,1.09
2021-04-01,Adwords,42,3,92,3.26
2021-04-01,Adwords,43,1,92,1.09
2021-04-01,Adwords,44,3,92,3.26
2021-04-01,Adwords,46,1,92,1.09
2021-04-01,Adwords,49,2,92,2.17
2021-04-01,Adwords,50,1,92,1.09
2021-04-01,Adwords,51,1,92,1.09
2021-04-01,Adwords,52,1,92,1.09
2021-04-01,Adwords,53,1,92,1.09
2021-04-01,Adwords,54,1,92,1.09
2021-04-01,Adwords,55,2,92,2.17
2021-04-01,Adwords,57,1,92,1.09
2021-04-01,Adwords,58,1,92,1.09
2021-04-01,Adwords,59,1,92,1.09
2021-04-01,Adwords,61,1,92,1.09
2021-04-01,Email,0,154,154,100.0
2021-04-01,Email,1,3,154,1.95
2021-04-01,Email,2,1,154,0.65
2021-04-01,Email,3,2,154,1.3
2021-04-01,Email,4,1,154,0.65
2021-04-01,Email,5,1,154,0.65
2021-04-01,Email,7,3,154,1.95
2021-04-01,Email,8,3,154,1.95
2021-04-01,Email,9,1,154,0.65
2021-04-01,Email,10,1,154,0.65
2021-04-01,Email,11,1,154,0.65
2021-04-01,Email,12,1,154,0.65
2021-04-01,Email,13,3,154,1.95
2021-04-01,Email,14,2,154,1.3
2021-04-01,Email,15,1,154,0.65
2021-04-01,Email,17,1,154,0.65
2021-04-01,Email,18,3,154,1.95
2021-04-01,Email,19,1,154,0.65
2021-04-01,Email,20,5,154,3.25
2021-04-01,Email,21,3,154,1.95
2021-04-01,Email,22,3,154,1.95
2021-04-01,Email,23,2,154,1.3
2021-04-01,Email,24,3,154,1.95
2021-04-01,Email,25,3,154,1.95
2021-04-01,Email,26,3,154,1.95
2021-04-01,Email,27,1,154,0.65
2021-04-01,Email,28,1,154,0.65
2021-04-01,Email,29,1,154,0.65
2021-04-01,Email,30,1,154,0.65
2021-04-01,Email,31,1,154,0.65
2021-04-01,Email,32,2,154,1.3
2021-04-01,Email,33,2,154,1.3
2021-04-01,Email,34,1,154,0.65
2021-04-01,Email,35,1,154,0.65
2021-04-01,Email,36,1,154,0.65
2021-04-01,Email,37,4,154,2.6
2021-04-01,Email,38,1,154,0.65
2021-04-01,Email,39,4,154,2.6
2021-04-01,Email,41,2,154,1.3
2021-04-01,Email,44,2,154,1.3
2021-04-01,Email,45,1,154,0.65
2021-04-01,Email,46,4,154,2.6
2021-04-01,Email,47,4,154,2.6
2021-04-01,Email,48,3,154,1.95
2021-04-01,Email,49,4,154,2.6
2021-04-01,Email,51,1,154,0.65
2021-04-01,Email,52,3,154,1.95
2021-04-01,Email,53,3,154,1.95
2021-04-01,Email,54,3,154,1.95
2021-04-01,Email,55,2,154,1.3
2021-04-01,Email,58,1,154,0.65
2021-04-01,Email,59,3,154,1.95
2021-04-01,Email,60,3,154,1.95
2021-04-01,Email,61,5,154,3.25
2021-04-01,Facebook,0,28,28,100.0
2021-04-01,Facebook,5,1,28,3.57
2021-04-01,Facebook,10,1,28,3.57
2021-04-01,Facebook,12,1,28,3.57
2021-04-01,Facebook,17,1,28,3.57
2021-04-01,Facebook,18,1,28,3.57
2021-04-01,Facebook,27,1,28,3.57
2021-04-01,Facebook,28,1,28,3.57
2021-04-01,Facebook,33,1,28,3.57
2021-04-01,Facebook,37,1,28,3.57
2021-04-01,Facebook,42,1,28,3.57
2021-04-01,Facebook,43,1,28,3.57
2021-04-01,Facebook,44,1,28,3.57
2021-04-01,Facebook,45,1,28,3.57
2021-04-01,Facebook,49,1,28,3.57
2021-04-01,Facebook,59,1,28,3.57
2021-04-01,Organic,0,16,16,100.0
2021-04-01,Organic,1,1,16,6.25
2021-04-01,Organic,8,1,16,6.25
2021-04-01,Organic,9,1,16,6.25
2021-04-01,Organic,13,1,16,6.25
2021-04-01,Organic,27,1,16,6.25
2021-04-01,Organic,36,1,16,6.25
2021-04-01,Organic,40,1,16,6.25
2021-04-01,Organic,42,1,16,6.25
2021-04-01,Organic,47,1,16,6.25
2021-04-01,Organic,48,1,16,6.25
2021-04-01,Organic,50,1,16,6.25
2021-04-01,Organic,59,1,16,6.25
2021-04-01,Organic,61,1,16,6.25
2021-04-01,YouTube,0,32,32,100.0
2021-04-01,YouTube,1,1,32,3.13
2021-04-01,YouTube,7,2,32,6.25
2021-04-01,YouTube,8,2,32,6.25
2021-04-01,YouTube,12,1,32,3.13
2021-04-01,YouTube,14,1,32,3.13
2021-04-01,YouTube,16,2,32,6.25
2021-04-01,YouTube,20,1,32,3.13
2021-04-01,YouTube,21,1,32,3.13
2021-04-01,YouTube,29,1,32,3.13
2021-04-01,YouTube,33,2,32,6.25
2021-04-01,YouTube,40,1,32,3.13
2021-04-01,YouTube,41,1,32,3.13
2021-04-01,YouTube,56,1,32,3.13
2021-04-01,YouTube,57,1,32,3.13
2021-04-01,YouTube,58,1,32,3.13
2021-04-01,YouTube,59,2,32,6.25
2021-04-01,YouTube,61,1,32,3.13
2021-05-01,Adwords,0,119,119,100.0
2021-05-01,Adwords,1,1,119,0.84
2021-05-01,Adwords,2,1,119,0.84
2021-05-01,Adwords,3,1,119,0.84
2021-05-01,Adwords,5,1,119,0.84
2021-05-01,Adwords,6,1,119,0.84
2021-05-01,Adwords,8,1,119,0.84
2021-05-01,Adwords,9,2,119,1.68
2021-05-01,Adwords,10,2,119,1.68
2021-05-01,Adwords,11,2,119,1.68
2021-05-01,Adwords,13,2,119,1.68
2021-05-01,Adwords,14,3,119,2.52
2021-05-01,Adwords,15,1,119,0.84
2021-05-01,Adwords,17,2,119,1.68
2021-05-01,Adwords,18,2,119,1.68
2021-05-01,Adwords,19,4,119,3.36
2021-05-01,Adwords,20,2,119,1.68
2021-05-01,Adwords,22,1,119,0.84
2021-05-01,Adwords,24,3,119,2.52
2021-05-01,Adwords,25,2,119,1.68
2021-05-01,Adwords,28,2,119,1.68
2021-05-01,Adwords,29,2,119,1.68
2021-05-01,Adwords,30,1,119,0.84
2021-05-01,Adwords,31,1,119,0.84
2021-05-01,Adwords,32,1,119,0.84
2021-05-01,Adwords,34,1,119,0.84
2021-05-01,Adwords,35,3,119,2.52
2021-05-01,Adwords,36,1,119,0.84
2021-05-01,Adwords,37,2,119,1.68
2021-05-01,Adwords,38,2,119,1.68
2021-05-01,Adwords,39,1,119,0.84
2021-05-01,Adwords,40,2,119,1.68
2021-05-01,Adwords,42,1,119,0.84
2021-05-01,Adwords,43,4,119,3.36
2021-05-01,Adwords,44,1,119,0.84
2021-05-01,Adwords,45,2,119,1.68
2021-05-01,Adwords,46,1,119,0.84
2021-05-01,Adwords,49,1,119,0.84
2021-05-01,Adwords,50,1,119,0.84
2021-05-01,Adwords,51,2,119,1.68
2021-05-01,Adwords,52,2,119,1.68
2021-05-01,Adwords,54,2,119,1.68
2021-05-01,Adwords,55,1,119,0.84
2021-05-01,Adwords,56,1,119,0.84
2021-05-01,Adwords,57,1,119,0.84
2021-05-01,Email,0,155,155,100.0
2021-05-01,Email,1,1,155,0.65
2021-05-01,Email,2,5,155,3.23
2021-05-01,Email,3,2,155,1.29
2021-05-01,Email,4,1,155,0.65
2021-05-01,Email,5,4,155,2.58
2021-05-01,Email,6,1,155,0.65
2021-05-01,Email,7,3,155,1.94
2021-05-01,Email,8,1,155,0.65
2021-05-01,Email,9,3,155,1.94
2021-05-01,Email,10,2,155,1.29
2021-05-01,Email,12,1,155,0.65
2021-05-01,Email,13,3,155,1.94
2021-05-01,Email,14,2,155,1.29
2021-05-01,Email,15,1,155,0.65
2021-05-01,Email,17,2,155,1.29
2021-05-01,Email,18,3,155,1.94
2021-05-01,Email,19,3,155,1.94
2021-05-01,Email,20,4,155,2.58
2021-05-01,Email,21,3,155,1.94
2021-05-01,Email,23,1,155,0.65
2021-05-01,Email,24,1,155,0.65
2021-05-01,Email,25,3,155,1.94
2021-05-01,Email,26,1,155,0.65
2021-05-01,Email,27,1,155,0.65
2021-05-01,Email,28,3,155,1.94
2021-05-01,Email,29,1,155,0.65
2021-05-01,Email,30,2,155,1.29
2021-05-01,Email,31,3,155,1.94
2021-05-01,Email,32,1,155,0.65
2021-05-01,Email,34,1,155,0.65
2021-05-01,Email,35,3,155,1.94
2021-05-01,Email,37,1,155,0.65
2021-05-01,Email,38,4,155,2.58
2021-05-01,Email,39,2,155,1.29
2021-05-01,Email,40,1,155,0.65
2021-05-01,Email,41,4,155,2.58
2021-05-01,Email,42,3,155,1.94
2021-05-01,Email,43,1,155,0.65
2021-05-01,Email,44,4,155,2.58
2021-05-01,Email,45,1,155,0.65
2021-05-01,Email,46,1,155,0.65
2021-05-01,Email,47,2,155,1.29
2021-05-01,Email,48,3,155,1.94
2021-05-01,Email,50,3,155,1.94
2021-05-01,Email,51,2,155,1.29
2021-05-01,Email,52,3,155,1.94
2021-05-01,Email,53,2,155,1.29
2021-05-01,Email,54,4,155,2.58
2021-05-01,Email,55,1,155,0.65
2021-05-01,Email,56,1,155,0.65
2021-05-01,Email,57,3,155,1.94
2021-05-01,Email,58,4,155,2.58
2021-05-01,Email,60,1,155,0.65
2021-05-01,Facebook,0,31,31,100.0
2021-05-01,Facebook,1,1,31,3.23
2021-05-01,Facebook,2,2,31,6.45
2021-05-01,Facebook,14,1,31,3.23
2021-05-01,Facebook,15,1,31,3.23
2021-05-01,Facebook,21,1,31,3.23
2021-05-01,Facebook,22,1,31,3.23
2021-05-01,Facebook,26,1,31,3.23
2021-05-01,Facebook,34,1,31,3.23
2021-05-01,Facebook,43,2,31,6.45
2021-05-01,Facebook,45,1,31,3.23
2021-05-01,Facebook,49,1,31,3.23
2021-05-01,Facebook,50,1,31,3.23
2021-05-01,Facebook,51,2,31,6.45
2021-05-01,Facebook,52,2,31,6.45
2021-05-01,Facebook,54,1,31,3.23
2021-05-01,Facebook,55,2,31,6.45
2021-05-01,Facebook,58,1,31,3.23
2021-05-01,Organic,0,22,22,100.0
2021-05-01,Organic,1,1,22,4.55
2021-05-01,Organic,5,1,22,4.55
2021-05-01,Organic,17,1,22,4.55
2021-05-01,Organic,33,2,22,9.09
2021-05-01,Organic,34,1,22,4.55
2021-05-01,Organic,35,1,22,4.55
2021-05-01,Organic,42,1,22,4.55
2021-05-01,Organic,47,1,22,4.55
2021-05-01,Organic,51,1,22,4.55
2021-05-01,Organic,53,1,22,4.55
2021-05-01,Organic,57,1,22,4.55
2021-05-01,YouTube,0,47,47,100.0
2021-05-01,YouTube,1,1,47,2.13
2021-05-01,YouTube,4,1,47,2.13
2021-05-01,YouTube,7,1,47,2.13
2021-05-01,YouTube,9,1,47,2.13
2021-05-01,YouTube,11,1,47,2.13
2021-05-01,YouTube,13,1,47,2.13
2021-05-01,YouTube,14,1,47,2.13
2021-05-01,YouTube,15,1,47,2.13
2021-05-01,YouTube,18,1,47,2.13
2021-05-01,YouTube,22,1,47,2.13
2021-05-01,YouTube,23,1,47,2.13
2021-05-01,YouTube,27,1,47,2.13
2021-05-01,YouTube,28,1,47,2.13
2021-05-01,YouTube,29,1,47,2.13
2021-05-01,YouTube,32,1,47,2.13
2021-05-01,YouTube,33,1,47,2.13
2021-05-01,YouTube,35,1,47,2.13
2021-05-01,YouTube,36,1,47,2.13
2021-05-01,YouTube,39,1,47,2.13
2021-05-01,YouTube,41,1,47,2.13
2021-05-01,YouTube,48,1,47,2.13
2021-05-01,YouTube,50,1,47,2.13
2021-05-01,YouTube,51,2,47,4.26
2021-05-01,YouTube,57,1,47,2.13
2021-05-01,YouTube,58,2,47,4.26
2021-06-01,Adwords,0,85,85,100.0
2021-06-01,Adwords,1,1,85,1.18
2021-06-01,Adwords,4,3,85,3.53
2021-06-01,Adwords,6,1,85,1.18
2021-06-01,Adwords,7,2,85,2.35
2021-06-01,Adwords,10,2,85,2.35
2021-06-01,Adwords,11,3,85,3.53
2021-06-01,Adwords,12,1,85,1.18
2021-06-01,Adwords,15,1,85,1.18
2021-06-01,Adwords,17,3,85,3.53
2021-06-01,Adwords,18,1,85,1.18
2021-06-01,Adwords,21,2,85,2.35
2021-06-01,Adwords,22,1,85,1.18
2021-06-01,Adwords,23,3,85,3.53
2021-06-01,Adwords,25,1,85,1.18
2021-06-01,Adwords,27,2,85,2.35
2021-06-01,Adwords,28,1,85,1.18
2021-06-01,Adwords,30,1,85,1.18
2021-06-01,Adwords,31,2,85,2.35
2021-06-01,Adwords,32,2,85,2.35
2021-06-01,Adwords,33,1,85,1.18
2021-06-01,Adwords,34,1,85,1.18
2021-06-01,Adwords,35,1,85,1.18
2021-06-01,Adwords,38,1,85,1.18
2021-06-01,Adwords,39,1,85,1.18
2021-06-01,Adwords,41,1,85,1.18
2021-06-01,Adwords,44,1,85,1.18
2021-06-01,Adwords,45,1,85,1.18
2021-06-01,Adwords,47,1,85,1.18
2021-06-01,Adwords,48,1,85,1.18
2021-06-01,Adwords,49,2,85,2.35
2021-06-01,Adwords,50,1,85,1.18
2021-06-01,Adwords,51,3,85,3.53
2021-06-01,Adwords,54,1,85,1.18
2021-06-01,Adwords,55,1,85,1.18
2021-06-01,Adwords,56,1,85,1.18
2021-06-01,Adwords,57,3,85,3.53
2021-06-01,Adwords,58,1,85,1.18
2021-06-01,Email,0,151,151,100.0
2021-06-01,Email,2,2,151,1.32
2021-06-01,Email,3,1,151,0.66
2021-06-01,Email,5,2,151,1.32
2021-06-01,Email,6,1,151,0.66
2021-06-01,Email,7,3,151,1.99
2021-06-01,Email,10,1,151,0.66
2021-06-01,Email,11,1,151,0.66
2021-06-01,Email,12,1,151,0.66
2021-06-01,Email,13,1,151,0.66
2021-06-01,Email,14,2,151,1.32
2021-06-01,Email,15,1,151,0.66
2021-06-01,Email,17,2,151,1.32
2021-06-01,Email,18,3,151,1.99
2021-06-01,Email,19,5,151,3.31
2021-06-01,Email,21,2,151,1.32
2021-06-01,Email,22,2,151,1.32
2021-06-01,Email,23,1,151,0.66
2021-06-01,Email,24,1,151,0.66
2021-06-01,Email,25,1,151,0.66
2021-06-01,Email,26,1,151,0.66
2021-06-01,Email,27,2,151,1.32
2021-06-01,Email,28,1,151,0.66
2021-06-01,Email,29,2,151,1.32
2021-06-01,Email,31,1,151,0.66
2021-06-01,Email,34,3,151,1.99
2021-06-01,Email,35,1,151,0.66
2021-06-01,Email,36,2,151,1.32
2021-06-01,Email,37,3,151,1.99
2021-06-01,Email,39,2,151,1.32
2021-06-01,Email,40,1,151,0.66
2021-06-01,Email,41,2,151,1.32
2021-06-01,Email,42,4,151,2.65
2021-06-01,Email,43,2,151,1.32
2021-06-01,Email,44,2,151,1.32
2021-06-01,Email,45,4,151,2.65
2021-06-01,Email,46,1,151,0.66
2021-06-01,Email,48,3,151,1.99
2021-06-01,Email,49,1,151,0.66
2021-06-01,Email,50,1,151,0.66
2021-06-01,Email,51,3,151,1.99
2021-06-01,Email,52,3,151,1.99
2021-06-01,Email,53,2,151,1.32
2021-06-01,Email,54,3,151,1.99
2021-06-01,Email,55,3,151,1.99
2021-06-01,Email,56,3,151,1.99
2021-06-01,Email,59,2,151,1.32
2021-06-01,Facebook,0,40,40,100.0
2021-06-01,Facebook,3,1,40,2.5
2021-06-01,Facebook,5,1,40,2.5
2021-06-01,Facebook,10,1,40,2.5
2021-06-01,Facebook,12,1,40,2.5
2021-06-01,Facebook,14,1,40,2.5
2021-06-01,Facebook,15,2,40,5.0
2021-06-01,Facebook,16,1,40,2.5
2021-06-01,Facebook,22,1,40,2.5
2021-06-01,Facebook,23,1,40,2.5
2021-06-01,Facebook,25,1,40,2.5
2021-06-01,Facebook,28,1,40,2.5
2021-06-01,Facebook,30,1,40,2.5
2021-06-01,Facebook,31,1,40,2.5
2021-06-01,Facebook,33,1,40,2.5
2021-06-01,Facebook,34,2,40,5.0
2021-06-01,Facebook,40,2,40,5.0
2021-06-01,Facebook,42,1,40,2.5
